obra;grupo;material_normalizado;material;unidade;data;quantidade;valor_unitario;valor_total;ano
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;ARTE GRAFICA;ARTE GRAFICA;VB;23/03/2026;8.0;316.0;2528.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;CABO ÉLETRICO 1,5MM²;CABO ÉLETRICO 1,5mm²;M;23/03/2026;120.0;1.3;156.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;CHAPA DE MPU 20MM. REF.:MULTIVAC MPU.;CHAPA DE MPU 20MM. REF.:MULTIVAC MPU.;M²;23/03/2026;1838.0;58.8185;248586.36800000002;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;COLARINHOS;Colarinhos;pç;23/03/2026;1.0;2160.0;2200.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;CONJUNTO DE 3X GRELHAS PARA RETORNO DE AR, DIMENSÃO INDIVIDUAL: 1200X500 - VAZÕES INDIVIDUAL.: 3.916M3/H - 4.000M3/H. REF.: TROPICAL RHN 1200X500.;CONJUNTO DE 3X GRELHAS PARA RETORNO DE AR, DIMENSÃO INDIVIDUAL: 1200X500 - VAZÕES INDIVIDUAL.: 3.916M3/H - 4.000M3/H. REF.: TROPICAL RHN 1200X500.;UNID.;23/03/2026;16.0;424.08;6785.28;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;CONTROLADOR MCP50-PRO;CONTROLADOR MCP50-PRO;VB;23/03/2026;2.0;2967.42;8334.84;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;"DIFUSOR DIFERENCIAL PARA INSUFLAMENTO COM REGISTRO - VAZÕES: 492M3/H - 408M3/H - 272M3/H. REF.:TROPICAL DI 9""X9"".";"DIFUSOR DIFERENCIAL PARA INSUFLAMENTO COM REGISTRO - VAZÕES: 492M3/H - 408M3/H - 272M3/H. REF.:TROPICAL DI 9""X9"".";UNID.;23/03/2026;3.0;161.1504;483.4512;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;"DIFUSOR DIFERENCIAL PARA INSUFLAMENTO COM REGISTRO - VAZÕES: 680M3/H - 1020M3/H. REF.:TROPICAL DI 12""X12"".";"DIFUSOR DIFERENCIAL PARA INSUFLAMENTO COM REGISTRO - VAZÕES: 680M3/H - 1020M3/H. REF.:TROPICAL DI 12""X12"".";UNID.;23/03/2026;14.0;237.4848;3324.7872;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;DIVERSOS (CONDULETES, ACESSÓRIOS, FONTE CHAVEADA);DIVERSOS (Conduletes, acessórios, fonte chaveada);VB;23/03/2026;2.0;4188.0;11376.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;DUFUSOR ALTA INDUÇÃO;Dufusor Alta Indução;pç;23/03/2026;48.0;408.0;19584.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø200 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø200 MM (BARRA COM 6M);M;23/03/2026;10.0;33.0;330.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø250 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø250 MM (BARRA COM 6M);M;23/03/2026;40.0;35.095;1305.7;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø350 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø350 MM (BARRA COM 6M);M;23/03/2026;20.0;55.286;1105.72;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø400 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø400 MM (BARRA COM 6M);M;23/03/2026;336.0;48.09166666666667;16158.800000000001;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;FITA PARA PRESILHA;FITA PARA PRESILHA;M;23/03/2026;108.0;7.655384615384615;826.7815384615384;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;GRELHA DE RETORNO PARA MAQUINAS DUTADAS, VAZÃO: 340M3/H. REF.: RHN 800X100.;GRELHA DE RETORNO PARA MAQUINAS DUTADAS, VAZÃO: 340M3/H. REF.: RHN 800x100.;UNID.;23/03/2026;4.0;102.8394;411.3576;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;GRELHA PARA INSUFLAMENTO 775X775 COM CAIXA PLENUM COM ENTRADA LATERAL DIAMETRO Ø400. VAZÕES.: 2000M3/H - 1912M3/H - 1200M3/H. REF.: TROPICAL DMA 775.;GRELHA PARA INSUFLAMENTO 775X775 COM CAIXA PLENUM COM ENTRADA LATERAL DIAMETRO Ø400. VAZÕES.: 2000M3/H - 1912M3/H - 1200M3/H. REF.: TROPICAL DMA 775.;UNID.;23/03/2026;96.0;1282.842;123152.83200000001;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;"IHM 10""";"IHM 10""";VB;23/03/2026;2.0;3655.82;12111.64;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";M;23/03/2026;60.0;1.6;216.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;MANGUEIRA ELETRODUTO CORRUGADO 3/4;MANGUEIRA ELETRODUTO CORRUGADO 3/4;M;23/03/2026;128.0;1.6;460.8;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;MATERIAL ELETRICO;Material Eletrico;cj;23/03/2026;1.0;1509.88;1509.88;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;PAINEL PARA IHM;PAINEL PARA IHM;VB;23/03/2026;2.0;400.0;1400.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;"PERFIL EM ALUMINIO PARA DUTO MPU, TIPO ""F"" 20MM (BARRA COM 3M)";"PERFIL EM ALUMINIO PARA DUTO MPU, TIPO ""F"" 20MM (BARRA COM 3M)";M;23/03/2026;280.0;22.0;6400.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;PLACA PU;Placa PU;pç;23/03/2026;1.0;3216.0;3216.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;PRESILHA PARA ALUMÍNIO CORRUGADO;PRESILHA PARA ALUMÍNIO CORRUGADO;UN;23/03/2026;64.0;0.2682926829268293;17.170731707317074;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;PRESSOASTO DE AR PARA FILTRO;PRESSOASTO DE AR PARA FILTRO;VB;23/03/2026;8.0;150.0;1200.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;SENSOR TEMPERATURA AMBIENTE;SENSOR TEMPERATURA AMBIENTE;VB;23/03/2026;2.0;120.0;240.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;SENSOR TEMPERATURA INSUFLAMENTO;SENSOR TEMPERATURA INSUFLAMENTO;VB;23/03/2026;8.0;120.0;960.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;SONDA SND;SONDA SND;VB;23/03/2026;8.0;50.91;407.28;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;CJ;23/03/2026;228.0;10.0;3420.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;VENEZIANA DE TOMADA DE AR COM REGISTRO E FILTRO G4, DIM:1000X750MM.VAZÃO:4080M3/H REF.: TAE-1000X750, TROPICAL.;VENEZIANA DE TOMADA DE AR COM REGISTRO E FILTRO G4, DIM:1000x750mm.VAZÃO:4080M3/H REF.: TAE-1000x750, TROPICAL.;UNID.;23/03/2026;2.0;1183.1832;2366.3664;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTO;VENEZIANA DE TOMADA DE AR COM REGISTRO E FILTRO G4, DIM:1500X600MM.VAZÃO:4760M3/H REF.: TAE-1500X600, TROPICAL.;VENEZIANA DE TOMADA DE AR COM REGISTRO E FILTRO G4, DIM:1500x600mm.VAZÃO:4760M3/H REF.: TAE-1500x600, TROPICAL.;UNID.;23/03/2026;2.0;1516.086;3032.172;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTOS;ADESIVO DE CONTATO PARA PAINEL MPU (LATA 14KG);ADESIVO DE CONTATO PARA PAINEL MPU (LATA 14KG);LATA;23/03/2026;2.0;609.9;1219.8;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTOS;ADESIVO DE CONTATO PARA PAINEL MPU (LATA 2,8KG);ADESIVO DE CONTATO PARA PAINEL MPU (LATA 2,8KG);LATA;23/03/2026;10.0;185.0;1850.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTOS;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø150 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø150 MM (BARRA COM 6M);M;23/03/2026;22.0;21.0;464.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTOS;FITA DE ALUMINIO PARA ACABAMENTO EM DUTOS MPU 50MMX 50M (2,5M² POR ROLO);FITA DE ALUMINIO PARA ACABAMENTO EM DUTOS MPU 50MMx 50M (2,5M² POR ROLO);ROLO;23/03/2026;42.0;47.0;1974.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;DUTOS;SUPORTES DA REDE DE DUTOS EM PAINEL MPU (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO).;SUPORTES DA REDE DE DUTOS EM PAINEL MPU (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO).;VB;23/03/2026;400.0;10.0;4000.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;ARAME 20 + SUPORTE;Arame 20 + Suporte;;23/03/2026;1.0;1038.31;1038.31;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL ARMAFLEX 520 S 0,9 L;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL  ARMAFLEX 520 S 0,9 L;LITROS;23/03/2026;2.0;110.0;220.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF:;CONEXÕES DE COBRE. REF:;VB;23/03/2026;4.0;1375.0;5500.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CJ;23/03/2026;82.0;69.45;3690.3999999999996;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;FITA PRATA PARA JUNÇÃO DO ISOLAMENTO EM POLIETILENO;FITA PRATA PARA JUNÇÃO DO ISOLAMENTO EM POLIETILENO;UN;23/03/2026;16.0;5.0;80.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;23/03/2026;5.0;200.0;1000.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;23/03/2026;10.0;210.0;2100.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;23/03/2026;5.0;130.0;650.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1.1/2""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1.1/2""";M;23/03/2026;110.0;30.0;3300.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1.1/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1.1/4""";M;23/03/2026;68.0;29.0;1972.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1.1/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1.1/8""";M;23/03/2026;76.0;26.0;1976.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/2""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1/2""";M;23/03/2026;92.0;11.0;1012.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";M;23/03/2026;20.0;9.5;190.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/4""";M;23/03/2026;128.0;13.0;1664.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/8""";M;23/03/2026;170.0;10.0;1700.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 5/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  5/8""";M;23/03/2026;360.0;11.5;4148.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 7/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  7/8""";M;23/03/2026;72.0;22.0;1584.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 1/4""";"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 1/4""";M;23/03/2026;96.0;9.5;912.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 3/8""";"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE  3/8""";M;23/03/2026;150.0;10.0;1500.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 5/8""";"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 5/8""";M;23/03/2026;56.0;12.0;672.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;23/03/2026;492.0;10.0;7440.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PÇ;23/03/2026;8.0;30.0;240.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/2"" (XM)";"TUBO DE COBRE DIÂMETRO 1.1/2"" (Xm)";KG;23/03/2026;162.0;115.0;18630.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/4"" (5M)";"TUBO DE COBRE DIÂMETRO 1.1/4"" (5m)";KG;23/03/2026;16.0;115.0;1840.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/4"" (XM)";"TUBO DE COBRE DIÂMETRO 1.1/4"" (Xm)";KG;23/03/2026;66.0;115.0;7590.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/8"" (30M)";"TUBO DE COBRE DIÂMETRO 1.1/8"" (30m)";KG;23/03/2026;84.0;115.0;9660.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (36M)";"TUBO DE COBRE DIÂMETRO 1/2"" (36m)";KG;23/03/2026;22.0;115.0;2530.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/4"" (38M)";"TUBO DE COBRE DIÂMETRO 1/4"" (38m)";KG;23/03/2026;12.0;90.0;1080.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/4"" (8M)";"TUBO DE COBRE DIÂMETRO 1/4"" (8m)";KG;23/03/2026;4.0;90.0;360.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (6M)";"TUBO DE COBRE DIÂMETRO 3/4"" (6m)";KG;23/03/2026;12.0;90.0;1080.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (XM)";"TUBO DE COBRE DIÂMETRO 3/4"" (Xm)";KG;23/03/2026;84.0;90.0;7560.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (60M)";"TUBO DE COBRE DIÂMETRO 3/8"" (60m)";KG;23/03/2026;28.0;90.0;2520.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (68M)";"TUBO DE COBRE DIÂMETRO 3/8"" (68m)";KG;23/03/2026;30.0;90.0;2700.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (22M)";"TUBO DE COBRE DIÂMETRO 5/8"" (22m)";KG;23/03/2026;18.0;90.0;1620.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (75M)";"TUBO DE COBRE DIÂMETRO 5/8"" (75m)";KG;23/03/2026;58.0;90.0;5220.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (XM)";"TUBO DE COBRE DIÂMETRO 5/8"" (Xm)";KG;23/03/2026;54.0;90.0;4860.0;2026
GIASSI LOJA ARARANGUÁ - AC07125;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (28M)";"TUBO DE COBRE DIÂMETRO 7/8"" (28m)";KG;23/03/2026;60.0;115.0;6900.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;ARTE GRAFICA;ARTE GRAFICA;VB;23/03/2026;2.0;316.0;632.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;CABO 2 X 18AWG;Cabo 2 x 18AWG;m;23/03/2026;500.0;6.97;3683.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;CABO BUS (CABO BLINDADO 3X18 AWG) (SENSOR);CABO BUS (CABO BLINDADO 3x18 AWG) (SENSOR);M;23/03/2026;240.0;5.5;3720.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;CABO DE AÇO;cabo de aço;;23/03/2026;1.0;621.73;621.73;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;CABO PP 4 X 1,5MM;Cabo PP 4 x 1,5mm;M;23/03/2026;130.0;6.0;1040.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;COLARINHO C/ REGISTRO;Colarinho c/ registro;;23/03/2026;74.0;71.0;5254.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;CONDULETES E ACESSÓRIOS;Conduletes e Acessórios;coj;23/03/2026;2.0;2688.1;5376.2;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;CONJUNTO DE 3X GRELHAS DE RETORNO DE AR, DIM.: 1200X1500MM. DIM. TOTAL: 3600X1500MM. VAZÃO TOTAL 30.600-24.460M3/H. REF.: TROPICAL RHN 1200X1500MM.;CONJUNTO DE 3x GRELHAS DE RETORNO DE AR, DIM.: 1200x1500mm. DIM. TOTAL: 3600x1500mm. VAZÃO TOTAL 30.600-24.460M3/H. REF.: TROPICAL RHN 1200x1500mm.;UNID.;23/03/2026;6.0;4500.0;27000.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;CONTROLADOR MCP50-PRO;CONTROLADOR MCP50-PRO;VB;23/03/2026;2.0;2967.42;8334.84;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;DAMPER SOBRE PRESSÃO 1200 X 800;Damper Sobre Pressão 1200 x 800;pç;23/03/2026;2.0;876.0;1752.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;DIFUSOR DE AR DE ALTA INDUÇÃO - DIMENSÃO: 600X600MM - REF.: TROPICAL DMA TAM. 600.;DIFUSOR DE AR DE ALTA INDUÇÃO - DIMENSÃO: 600x600mm - REF.: TROPICAL DMA TAM. 600.;UNID.;23/03/2026;148.0;432.642;64031.015999999996;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;DIVERSOS;DIVERSOS;VB;23/03/2026;2.0;1500.0;6000.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø300 MM;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø300 MM;M;23/03/2026;488.0;34.96919565217391;16968.39;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø300 MM;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø300 MM;m;23/03/2026;78.0;32.17;2509.26;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;FONTE CHAVEADA;Fonte Chaveada;pç;23/03/2026;2.0;43.51;87.02;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;"IHM 10""";"IHM 10""";VB;23/03/2026;2.0;3655.82;12111.64;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";M;23/03/2026;700.0;1.085;2185.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;MANGUEIRA ELETRODUTO CORRUGADO 3/4;MANGUEIRA ELETRODUTO CORRUGADO 3/4;M;23/03/2026;310.0;1.0;930.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;MATERIAL ELETRICO DIVERSOS + PAINEL;Material Eletrico Diversos + Painel;vb;23/03/2026;2.0;4456.0;9912.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;PAINEL PARA IHM;PAINEL PARA IHM;VB;23/03/2026;2.0;400.0;1400.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;"PERFIL EM ALUMINIO PARA DUTO MPU, TIPO ""F"" 20MM (BARRA COM 3M)";"PERFIL EM ALUMINIO PARA DUTO MPU, TIPO ""F"" 20MM (BARRA COM 3M)";M;23/03/2026;100.0;18.4;1839.9999999999998;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;PRESSOSTATO;Pressostato;vb;23/03/2026;6.0;210.0;1260.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;SENSOR TEMPERATURA AMBIENTE;SENSOR TEMPERATURA AMBIENTE;VB;23/03/2026;6.0;70.96;725.76;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;SENSOR TEMPERATURA INSUFLAMENTO;SENSOR TEMPERATURA INSUFLAMENTO;VB;23/03/2026;6.0;120.0;1020.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;SONDA SND;Sonda SND;vb;23/03/2026;6.0;50.91;305.46;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;CJ;23/03/2026;155.0;255.0;2040.0;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;VENEZIANA TAE PARA TOMADA DE AR EXTERNO, COM FILTRO G4 E REGISTRO - DIM. 600X500MM - REF.: TROPICAL TAE 600X500MM.;VENEZIANA TAE PARA TOMADA DE AR EXTERNO, COM FILTRO G4 E REGISTRO - DIM. 600x500mm - REF.: TROPICAL TAE 600x500mm.;UNID.;23/03/2026;4.0;539.6418;2158.5672;2026
GIASSI LOJA TUBARÃO - AC07225;DUTO;VENEZIANA TAE PARA TOMADA DE AR EXTERNO, COM FILTRO G4 E REGISTRO - DIM. 750X500MM - REF.: TROPICAL TAE 750X500MM.;VENEZIANA TAE PARA TOMADA DE AR EXTERNO, COM FILTRO G4 E REGISTRO - DIM. 750x500mm - REF.: TROPICAL TAE 750x500mm.;UNID.;23/03/2026;2.0;652.023;1304.046;2026
