obra;grupo;material_normalizado;material;unidade;data;quantidade;valor_unitario;valor_total;ano
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;ISOLAMENTO EM ESPUMA ELASTOMÉRICA - ESPESSURA DE 19MM - DIÂMETRO DE 15MM - CLASSE M;Isolamento em espuma elastomérica - espessura de 19mm - diâmetro de 15mm - classe M;m;23/03/2026;88.1199;15.0;1709.011205;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;ISOLAMENTO EM ESPUMA ELASTOMÉRICA - ESPESSURA DE 19MM - DIÂMETRO DE 22MM - CLASSE M;Isolamento em espuma elastomérica - espessura de 19mm - diâmetro de 22mm - classe M;m;23/03/2026;24.6675;22.0;626.5545;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;ISOLAMENTO EM ESPUMA ELASTOMÉRICA - ESPESSURA DE 19MM - DIÂMETRO DE 28MM - CLASSE M;Isolamento em espuma elastomérica - espessura de 19mm - diâmetro de 28mm - classe M;m;23/03/2026;75.89999999999999;26.0;2030.3249999999998;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;NITROGÊNIO - CILINDRO COM 7M³;Nitrogênio - cilindro com 7m³;cilindro;23/03/2026;7.0;210.0;1440.0;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;OXIGÊNIO - CILINDRO COM 1M³;Oxigênio - cilindro com 1m³;cilindro;23/03/2026;5.0;130.0;760.0;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;PLÁSTICO HOSPITALAR EM PVC ALKAP 0.1 - ROLO COM 50 METROS;Plástico hospitalar em PVC Alkap 0.1 - rolo com 50 metros;rl;23/03/2026;60.0;30.0;1800.0;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;SOLDA FOSCOPER BANHADA A PRATA;Solda foscoper banhada a prata;kg;23/03/2026;5.0;150.0;750.0;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;"TUBO EM COBRE FLEXÍVEL - DIÂMETRO DE 1/2"" - PAREDE ESPESSURA DE 1/32""";"Tubo em cobre flexível - diâmetro de 1/2"" - parede espessura de 1/32""";kg;23/03/2026;81.60101;115.0;10185.306199999999;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;"TUBO EM COBRE FLEXÍVEL - DIÂMETRO DE 1/4"" - PAREDE ESPESSURA DE 1/32""";"Tubo em cobre flexível - diâmetro de 1/4"" - parede espessura de 1/32""";kg;23/03/2026;54.03389999999999;90.0;6164.390999999999;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;"TUBO EM COBRE FLEXÍVEL - DIÂMETRO DE 3/4"" - PAREDE ESPESSURA DE 1/32""";"Tubo em cobre flexível - diâmetro de 3/4"" - parede espessura de 1/32""";kg;23/03/2026;11.95175;115.0;1553.7275;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;"TUBO EM COBRE FLEXÍVEL - DIÂMETRO DE 3/8"" - PAREDE ESPESSURA DE 1/32""";"Tubo em cobre flexível - diâmetro de 3/8"" - parede espessura de 1/32""";kg;23/03/2026;50.018651999999996;90.0;5665.76204;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;"TUBO EM COBRE FLEXÍVEL - DIÂMETRO DE 5/8"" - PAREDE ESPESSURA DE 1/32""";"Tubo em cobre flexível - diâmetro de 5/8"" - parede espessura de 1/32""";kg;23/03/2026;15.187797;115.0;1822.5356399999996;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;"TUBO EM COBRE RÍGIDO - DIÂMETRO DE 1.1/8"" - PAREDE ESPESSURA DE 1/32""";"Tubo em cobre rígido - diâmetro de 1.1/8"" - parede espessura de 1/32""";kg;23/03/2026;62.58299999999999;115.0;7721.789999999999;2026
CLÍNICA DOENÇAS RENAIS LOURIVAL MARTINS IMBITUBA (AC12425) - EXECUTIVA - AC01626;REDE FRIGORIGENA;"TUBO EM COBRE RÍGIDO - DIÂMETRO DE 7/8"" - PAREDE ESPESSURA DE 1/32""";"Tubo em cobre rígido - diâmetro de 7/8"" - parede espessura de 1/32""";kg;23/03/2026;20.58615;115.0;2470.338;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;CABO SCHIELDADO AWG 18 2 VIAS;CABO SCHIELDADO AWG 18 2 VIAS;M;23/03/2026;1440.0;5.8;19872.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;"CONDULETE DE PVC 3/4"" COM TAMPA";"CONDULETE DE PVC 3/4"" COM TAMPA";PÇS;23/03/2026;100.0;9.5;1150.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;DIFUSOR ADLQ COM FILTRO F8 (310X310X78MM), ENTRADA LATERAL Ø148MM. CAIXA: TROX F648A0E. REF. FILTRO: TROX MFP-EPM1-90%-ALZ/305X305X78X55;Difusor ADLQ com filtro F8 (310X310x78mm), entrada lateral Ø148mm. Caixa: TROX F648A0E. Ref. filtro: TROX MFP-ePM1-90%-ALZ/305x305x78x55;UNID.;23/03/2026;4.0;421.27;1885.08;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;DUTO FLEXÍVEL EM ALUMÍNIO Ø100MM – REF: MULTIVAC ALUDEC 60;Duto flexível em alumínio Ø100mm – Ref: MULTIVAC ALUDEC 60;M;23/03/2026;120.0;7.87;944.4;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;DUTO FLEXÍVEL EM ALUMÍNIO Ø125MM – REF: MULTIVAC ALUDEC 60;Duto flexível em alumínio Ø125mm – Ref: MULTIVAC ALUDEC 60;M;23/03/2026;40.0;9.456999999999999;378.28;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;DUTO FLEXÍVEL EM ALUMÍNIO Ø150MM – REF: MULTIVAC ALUDEC 60;Duto flexível em alumínio Ø150mm – Ref: MULTIVAC ALUDEC 60;M;23/03/2026;40.0;11.619;464.76;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;DUTO FLEXÍVEL EM ALUMÍNIO Ø200MM – REF: MULTIVAC ALUDEC 60;Duto flexível em alumínio Ø200mm – Ref: MULTIVAC ALUDEC 60;M;23/03/2026;20.0;15.080000000000002;301.6;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;DUTO PARA INSUFLAÇÃO EM PAINEL DE ALUMÍNIO PRÉ-ISOLADO PU 20 MM – REF: MULTIVAC MPU 20 MM;Duto para insuflação em painel de alumínio pré-isolado PU 20 mm – Ref: MULTIVAC MPU 20 mm;M2;23/03/2026;120.0;105.0;22800.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;DUTO RÍGIDO (RETO) EM CHAPA DE AÇO GALVANIZADA – SISTEMA: AR EXTERNO – REF: GERDAU, #26;Duto rígido (reto) em chapa de aço galvanizada – Sistema: Ar externo – Ref: GERDAU, #26;KG;23/03/2026;1822.0;13.0;58304.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;EXAUSTOR AXIAL - 120M³/H - 7MMCA - MAXX SUPER SILENCE 250+FILBOX RED METALICO 250 - REF. SICFLUX;EXAUSTOR AXIAL - 120M³/H - 7mmCA - MAXX SUPER SILENCE 250+FILBOX RED METALICO 250 - Ref. SICFLUX;UNID.;23/03/2026;2.0;3091.66;6283.32;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;F643/A/2/A/PH2 - CAIXA TERMINAL ENTR. RED. LAT., COM DIFUSOR ADLQ-A, TAM. A - 305X305X78MM, PINT PO HIBRIDA BRANCO RAL9003 , NCM: 84213990 - TROX;"F643/A/2/A/PH2 - CAIXA TERMINAL ENTR. RED. LAT., COM  DIFUSOR ADLQ-A, TAM. A - 305x305x78mm, PINT PO HIBRIDA
 BRANCO RAL9003 , NCM: 84213990 - TROX";UNID.;23/03/2026;4.0;938.86;3955.44;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;FILTRO PLANO CLASSE G4, 900X300MM, TIPO MANTA. REF: TROX F70B35-1'' 900X300;Filtro plano classe G4, 900x300mm, tipo manta. Ref: TROX F70B35-1'' 900x300;CJ;23/03/2026;2.0;68.38;156.76;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;FILTRO PLANO CLASSE M5, 800X400MM, TIPO PLISSADO. REF: TROX F754 ENCZ 800X400X48;Filtro plano classe M5, 800x400mm, tipo plissado. Ref: TROX F754 ENCZ 800x400x48;CJ;23/03/2026;6.0;163.76;1042.56;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;FILTRO PLANO G4, 300X300MM, TIPO MANTA. REF: TROX F70B35-1'' 300X300;Filtro plano G4, 300x300mm, tipo manta. Ref: TROX F70B35-1'' 300x300;CJ;23/03/2026;2.0;22.79;65.58;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GABINETE DE EXAUSTÃO - 1020M³/H - 10MMCA - BERLINERLUFT BBT 160;GABINETE DE EXAUSTÃO - 1020M³/H - 10mmCA - BERLINERLUFT BBT 160;UNID.;23/03/2026;2.0;2767.16;5634.32;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GABINETE DE EXAUSTÃO - 150M³/H - 7MMCA - BERLINERLUFT BBT-S 150 RD90;GABINETE DE EXAUSTÃO - 150M³/H - 7mmCA - BERLINERLUFT BBT-S 150 RD90;UNID.;23/03/2026;4.0;2767.16;11268.64;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GABINETE DE EXAUSTÃO - 180M³/H - 8MMCA - BERLINERLUFT BBT-S 150 RD90;GABINETE DE EXAUSTÃO - 180M³/H - 8mmCA - BERLINERLUFT BBT-S 150 RD90;UNID.;23/03/2026;2.0;2767.16;5634.32;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GABINETE DE EXAUSTÃO - 210M³/H - 9MMCA - BERLINERLUFT BBT-S 150 RD90;GABINETE DE EXAUSTÃO - 210M³/H - 9mmCA - BERLINERLUFT BBT-S 150 RD90;UNID.;23/03/2026;2.0;2767.16;5634.32;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GABINETE DE EXAUSTÃO - 645M³/H - 10MMCA - BERLINERLUFT BBT 160;GABINETE DE EXAUSTÃO - 645M³/H - 10mmCA - BERLINERLUFT BBT 160;UNID.;23/03/2026;2.0;2767.16;5634.32;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GABINETE DE VENTILAÇÃO - 1307M³/H - 19MMCA - BERLINERLUFT BBT 160;GABINETE DE VENTILAÇÃO - 1307M³/H - 19mmCA - BERLINERLUFT BBT 160;UNID.;23/03/2026;2.0;2904.9;5909.8;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GABINETE DE VENTILAÇÃO - 1356M³/H - 15MMCA - BERLINERLUFT BBT 160;GABINETE DE VENTILAÇÃO - 1356M³/H - 15mmCA - BERLINERLUFT BBT 160;UNID.;23/03/2026;2.0;2904.9;6009.8;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GABINETE DE VENTILAÇÃO COM FILTRO G4 - 2207M³/H - 20MMCA - BERLINERLUFT BBF 315;GABINETE DE VENTILAÇÃO COM FILTRO G4 - 2207M³/H - 20mmCA - BERLINERLUFT BBF 315;UNID.;23/03/2026;2.0;4467.68;9135.36;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GRELHA CIRCULAR EM PLÁSTICO Ø100MM COM REGISTRO. REF: SICFLUX RVA Ø100;Grelha circular em plástico Ø100mm com registro. Ref: SICFLUX RVA Ø100;UNID.;23/03/2026;60.0;33.091625;1985.4975;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GRELHA CIRCULAR EM PLÁSTICO Ø125MM COM REGISTRO. REF: REF: SICFLUX RVA Ø125;Grelha circular em plástico Ø125mm com registro. Ref: Ref: SICFLUX RVA Ø125;UNID.;23/03/2026;22.0;36.9222;812.2883999999999;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GRELHA CIRCULAR EM PLÁSTICO Ø150MM COM REGISTRO. REF: REF: SICFLUX RVA Ø150;Grelha circular em plástico Ø150mm com registro. Ref: Ref: SICFLUX RVA  Ø150;UNID.;23/03/2026;12.0;49.632275;595.5873;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GRELHA DE INSUFLAÇÃO EM ALUMÍNIO. ALETAS VERTICAIS. SEM REGISTRO. REF: TROX VAT-A 625X225;Grelha de insuflação em alumínio. Aletas verticais. Sem registro. Ref: TROX VAT-A 625x225;UNID.;23/03/2026;6.0;189.154;1134.924;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GRELHA DE RETORNO DE AR EM ALUMÍNIO 400X300MM SEM REGISTRO. REF: TROPICAL RHN;Grelha de retorno de ar em alumínio 400x300mm sem registro. Ref: TROPICAL RHN;;23/03/2026;4.0;108.0;432.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;GRELHA DE RETORNO DE AR EM ALUMÍNIO 800X400MM SEM REGISTRO. REF: TROPICAL RHN;Grelha de retorno de ar em alumínio 800x400mm sem registro. Ref: TROPICAL RHN;;23/03/2026;40.0;234.0;9360.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;INSUFLADOR DE AR COM FILTRO G4+F8, SUCFLUXX FH-315;INSUFLADOR DE AR COM FILTRO G4+F8, SUCFLUXX FH-315;UNID.;23/03/2026;30.0;3547.93;109437.9;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;MANGUEIRA CORRUGADA 3/4';MANGUEIRA CORRUGADA 3/4';M;23/03/2026;1600.0;1.6;5760.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA EX-P1-01 – POTÊNCIA: 0,09 KW – TENSÃO: 380 V, 3F;QAC para EX-P1-01 – Potência: 0,09 kW – Tensão: 380 V, 3F;;23/03/2026;2.0;800.0;2100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA EX-P1-01 – POTÊNCIA: 0,09 KW – TENSÃO: 380V, 3F;QAC para EX-P1-01 – Potência: 0,09 kW – Tensão: 380V, 3F;;23/03/2026;2.0;800.0;2100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA EX-P1-02 – POTÊNCIA: 0,09 KW – TENSÃO: 380 V, 3F;QAC para EX-P1-02 – Potência: 0,09 kW – Tensão: 380 V, 3F;;23/03/2026;2.0;800.0;2100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA EX-P1-02 – POTÊNCIA: 0,09 KW – TENSÃO: 380V, 3F;QAC para EX-P1-02 – Potência: 0,09 kW – Tensão: 380V, 3F;;23/03/2026;2.0;800.0;2100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA EX-P2-01 – POTÊNCIA: 0,09 KW – TENSÃO: 380 V, 3F;QAC para EX-P2-01 – Potência: 0,09 kW – Tensão: 380 V, 3F;;23/03/2026;2.0;800.0;2100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA EX-P2-02 – POTÊNCIA: 0,09 KW – TENSÃO: 380 V, 3F;QAC para EX-P2-02 – Potência: 0,09 kW – Tensão: 380 V, 3F;;23/03/2026;2.0;800.0;2100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA EX-P3-01 – POTÊNCIA: 0,09 KW – TENSÃO: 380V, 3F;QAC para EX-P3-01 – Potência: 0,09 kW – Tensão: 380V, 3F;;23/03/2026;2.0;800.0;2100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA EX-P3-02 – POTÊNCIA: 0,09 KW – TENSÃO: 380V, 3F;QAC para EX-P3-02 – Potência: 0,09 kW – Tensão: 380V, 3F;;23/03/2026;2.0;800.0;2100.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA FCT-D-2 / RESISTÊNCIA ELÉTRICA – POTÊNCIA: 2,09 KW – TENSÃO: 220 V, 1F;QAC para FCT-D-2 / Resistência elétrica – Potência: 2,09 kW – Tensão: 220 V, 1F;;23/03/2026;2.0;1200.0;3300.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA FCT-D-2 / RESISTÊNCIA ELÉTRICA – POTÊNCIA: 2,19 KW – TENSÃO: 220V, 1F;QAC para FCT-D-2 / Resistência elétrica – Potência: 2,19 kW – Tensão: 220V, 1F;;23/03/2026;2.0;1200.0;3300.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA FCT-E-4 / RESISTÊNCIA ELÉTRICA – POTÊNCIA: 2,19 KW – TENSÃO: 220 V, 1F;QAC para FCT-E-4 / Resistência elétrica – Potência: 2,19 kW – Tensão: 220 V, 1F;;23/03/2026;4.0;1200.0;6600.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA FCT-E-4 / RESISTÊNCIA ELÉTRICA – POTÊNCIA: 2,19 KW – TENSÃO: 220V, 1F;QAC para FCT-E-4 / Resistência elétrica – Potência: 2,19 kW – Tensão: 220V, 1F;;23/03/2026;6.0;1200.0;9900.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA UTA-P1-01 – POTÊNCIA: 4,10 KW – TENSÃO: 380 V, 3F;QAC para UTA-P1-01 – Potência: 4,10 kW – Tensão: 380 V, 3F;;23/03/2026;2.0;1500.0;4000.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA UTA-P1-02 – POTÊNCIA: 4,10 KW – TENSÃO: 380 V, 3F;QAC para UTA-P1-02 – Potência: 4,10 kW – Tensão: 380 V, 3F;;23/03/2026;2.0;1500.0;4000.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA VE-P1-01 – POTÊNCIA: 0,37 KW – TENSÃO: 380 V, 3F;QAC para VE-P1-01 – Potência: 0,37 kW – Tensão: 380 V, 3F;;23/03/2026;2.0;1500.0;4000.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA VE-P2-01 – POTÊNCIA: 0,25 KW – TENSÃO: 380 V, 3F;QAC para VE-P2-01 – Potência: 0,25 kW – Tensão: 380 V, 3F;;23/03/2026;2.0;1500.0;4000.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;QAC PARA VE-P3-01 – POTÊNCIA: 0,25 KW – TENSÃO: 380V, 3F;QAC para VE-P3-01 – Potência: 0,25 kW – Tensão: 380V, 3F;;23/03/2026;2.0;1500.0;4000.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;REGISTRO CORTA-FOGO 200X200MM COM FUSÍVEL F1, SOLENÓIDE S2, SEM CHAVE FIM DE CURSO. REF: TROPICAL DCF-200X200;Registro corta-fogo 200x200mm com fusível F1, solenóide S2, sem chave fim de curso. Ref: TROPICAL DCF-200x200;;23/03/2026;24.0;832.0;20688.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;REGISTRO CORTA-FOGO 400X300MM COM FUSÍVEL F1, SOLENÓIDE S2, SEM CHAVE FIM DE CURSO. REF: TROPICAL DCF-400X300;Registro corta-fogo 400x300mm com fusível F1, solenóide S2, sem chave fim de curso. Ref: TROPICAL DCF-400x300;;23/03/2026;4.0;957.0;3948.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;REGULADOR DE VAZÃO AUTOMÁTICO Ø100MM – VAZÃO 0 A 100 M³/H – COMP. MÍNIMO 300MM – REF: SICFLUX RVC 100;Regulador de vazão automático Ø100mm – Vazão 0 a 100 m³/h – Comp. mínimo 300mm – Ref: SICFLUX RVC 100;UNID.;23/03/2026;44.0;81.23710000000001;4894.432400000001;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;REGULADOR DE VAZÃO AUTOMÁTICO Ø125MM – VAZÃO 100 A 180 M³/H – COMP. MÍNIMO 375MM – REF: SICFLUX RVC 125;Regulador de vazão automático Ø125mm – Vazão 100 a 180 m³/h – Comp. mínimo 375mm – Ref: SICFLUX RVC 125;UNID.;23/03/2026;20.0;252.539175;5650.7835;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;REGULADOR DE VAZÃO AUTOMÁTICO Ø150MM – VAZÃO 180 A 300 M³/H – COMP. MÍNIMO 450MM – REF: SICFLUX RVC 160;Regulador de vazão automático Ø150mm – Vazão 180 a 300 m³/h – Comp. mínimo 450mm – Ref: SICFLUX RVC 160;UNID.;23/03/2026;14.0;353.53832500000004;5369.536550000001;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;REGULADOR DE VAZÃO AUTOMÁTICO Ø200MM – VAZÃO 300 A 500 M³/H – COMP. MÍNIMO 600MM – REF: SICFLUX RVC 200;Regulador de vazão automático Ø200mm – Vazão 300 a 500 m³/h – Comp. mínimo 600mm – Ref: SICFLUX RVC 200;UNID.;23/03/2026;4.0;425.710075;1822.8403;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;RESISTÊNCIA ELÉTRICA 1.500W, 220V, MONOFÁSICA. AÇO INOX 304. TERMOSTATO DE SEGURANÇA, CHAVE DE FLUXO E PROTEÇÃO. REF: TROX HB -D-0-600X200-1500;Resistência elétrica 1.500W, 220V, monofásica. Aço inox 304. Termostato de segurança, chave de fluxo e proteção. Ref: TROX HB -D-0-600X200-1500;;23/03/2026;4.0;2561.4421500000003;10845.768600000001;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;RESISTÊNCIA ELÉTRICA 2.000W, 220V, MONOFÁSICA. AÇO INOX 304. TERMOSTATO DE SEGURANÇA, CHAVE DE FLUXO E PROTEÇÃO. REF: TROX HB -D-0-600X200-2000;Resistência elétrica 2.000W, 220V, monofásica. Aço inox 304. Termostato de segurança, chave de fluxo e proteção. Ref: TROX HB -D-0-600X200-2000;;23/03/2026;8.0;2561.4421500000003;21691.537200000002;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;TUBO PVC Ø100MM – AR EXTERNO – SÉRIE NORMAL SEM BOLSA – REF: AMANCO WAVIN ESGOTO;Tubo PVC Ø100mm – Ar externo – Série normal sem bolsa – Ref: Amanco Wavin Esgoto;;23/03/2026;14.68;30.0;954.1999999999999;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;TUBO PVC Ø150MM – AR EXTERNO – SÉRIE NORMAL SEM BOLSA – REF: AMANCO WAVIN ESGOTO;Tubo PVC Ø150mm – Ar externo – Série normal sem bolsa – Ref: Amanco Wavin Esgoto;;23/03/2026;3.08;30.0;200.2;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;TUBO PVC Ø150MM – EXAUSTÃO COMUM – SÉRIE NORMAL SEM BOLSA – REF: AMANCO WAVIN ESGOTO;Tubo PVC Ø150mm – Exaustão comum – Série normal sem bolsa – Ref: Amanco Wavin Esgoto;;23/03/2026;38.36;30.0;2493.3999999999996;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA DE RETORNO DUPLA MOLDURA 200X100MM PARA PORTA. REF: TROPICAL VSH2M;Veneziana de retorno dupla moldura 200x100mm para porta. Ref: TROPICAL VSH2M;;23/03/2026;50.0;67.0;3350.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA DE RETORNO DUPLA MOLDURA 300X200MM PARA PORTA. REF: TROPICAL VSH2M;Veneziana de retorno dupla moldura 300x200mm para porta. Ref: TROPICAL VSH2M;;23/03/2026;14.0;122.0;1708.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA DE RETORNO DUPLA MOLDURA 500X200MM PARA PORTA. REF: TROPICAL VSH2M;Veneziana de retorno dupla moldura 500x200mm para porta. Ref: TROPICAL VSH2M;;23/03/2026;2.0;177.0;354.0;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA EXTERIOR ALUMÍNIO Ø150MM. REF: SICFLUXX GFM-S 150;Veneziana exterior alumínio Ø150mm. Ref: SICFLUXX GFM-S 150;UNID.;23/03/2026;2.0;39.0698;78.1396;2026
CLÍNICA FOCUS MEDICINA DOS OLHOS-VRF- AC05225 R2a - final;DUTO;VENEZIANA EXTERNA 1200X400MM SEM FILTRO E SEM REGISTRO. REF: TROPICAL TAE;Veneziana externa 1200x400mm sem filtro e sem registro. Ref: TROPICAL TAE;;23/03/2026;2.0;389.0;778.0;2026
